"","pscale","high_boot","low_boot"
"",0,0,0
"S2",6.07270215593785,7.53550518942211,0.352407922226928
"S3",11.3037830783028,9.67574549560833,-1.60553287986245
"S4",23.9643975074229,20.4285960721417,7.45329905020417
"S5",24.8089620078481,21.3056575141896,8.19111708616722
"S6",25.0298936999593,21.5358769676976,8.31957792489236
"S7",25.2846238763098,21.8476322148564,8.55944036244749
"S8",25.414896943543,21.9505586475621,8.64131879358376
"S9",25.5892182069373,22.1608484268195,8.73316356812609
"S10",25.6506165323638,22.2229607917994,8.75191460035447
