"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.87199762301204,3.66768897458911,2.40701076170351
"S3",3.9726932741752,4.89751685314099,3.48452889197521
"S4",6.91617897476918,8.42898987975821,6.18137876168243
"S5",7.24513648809533,8.85221951244251,6.40197432075129
"S6",7.59777752645106,9.31939305829405,6.73390594490104
"S7",8.03283751504443,9.82366787224299,7.12873751606438
"S8",8.48456238080779,10.2910657958805,7.54153324878881
"S9",8.7567699635439,10.6648984768374,7.80090834593421
"S10",8.88718332772313,10.8550731065912,7.85750765430755
