"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.34474733697255,3.91863395675246,2.97030391511739
"S3",4.64737972698938,5.38410691933132,4.16520080466528
"S4",5.60846737566301,6.47981972625833,5.00821191769569
"S5",6.52985004541771,7.50916351922292,5.88788016365607
"S6",7.28738140669906,8.35123249244145,6.58128086995377
"S7",7.91792028845904,9.08044663570747,7.173911867339
"S8",8.48946205092651,9.81523406276531,7.68810715522453
"S9",8.96749746664235,10.3394269731404,8.1260997233792
"S10",9.5412532437258,11.0207500812839,8.57622122322625
