"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.99219398664303,4.657670594744,3.52434859772722
"S3",5.36130173423054,6.21401349720584,4.77507624307808
"S4",6.71424531430078,7.7601774794856,6.00612104044373
"S5",7.63339232782426,8.77753447859728,6.82174132305914
"S6",8.42952546357391,9.69139247175115,7.54778668284729
"S7",9.17909988436257,10.4987165358013,8.23626196223145
"S8",9.68906492022611,11.1381034742149,8.68419430971594
"S9",10.4416864687356,12.0016425149941,9.39441512207608
"S10",11.1606728985942,12.8353609004336,10.0138603736105
