"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.53153400336943,2.06326741972093,1.14618498454771
"S3",2.49053241630366,3.22676485477301,2.00492329068025
"S4",3.75822635642511,4.72934095138778,3.11662676516757
"S5",6.72502479473398,8.33567882149889,5.76350194555758
"S6",8.08039587146646,9.95283683928175,6.99308337486001
"S7",8.62681868139849,10.6367393847177,7.46471859799351
"S8",9.00169334800957,11.0536383420514,7.76460017471187
"S9",9.37038727922672,11.4988412606634,8.06432675801853
"S10",9.95165489895748,12.2428361510367,8.55560738961462
