"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.69599184298822,2.09659357877818,1.39649290183119
"S3",3.02784751806527,3.61937080995553,2.67932060282587
"S4",4.00476400109451,4.68470523855291,3.55539210285112
"S5",5.41038336925507,6.25113310062208,4.86549599945457
"S6",6.42845486011041,7.39652818600633,5.80962076791456
"S7",7.17597158803676,8.21217790782728,6.49750761693652
"S8",7.79747846995616,8.95886433320698,6.99455501261319
"S9",8.47917888651456,9.73621133334383,7.63783854030356
"S10",9.48589139756494,10.9200156083687,8.54710407793679
