"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.94658309605454,4.63124060691478,3.49229191311003
"S3",5.36326885233351,6.21497112170824,4.78160826673211
"S4",6.54735707354276,7.63309813309087,5.84399521249939
"S5",7.5311780896374,8.71923235443968,6.73719376189571
"S6",8.28690876823624,9.61189522658999,7.43681955427231
"S7",9.06703415849919,10.5296642996985,8.17168524508048
"S8",9.58471787333012,11.0861986921645,8.63013698289946
"S9",10.1876969724187,11.799205234695,9.17558718321139
"S10",10.9740371253848,12.7055045698439,9.88504752191798
