"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.78730194277301,4.4547244467897,3.36109602318576
"S3",5.26144407903585,6.16897131959438,4.70575457354519
"S4",6.31070931689461,7.40816142285356,5.63802716065711
"S5",7.35761601837681,8.57596108884086,6.60772915505008
"S6",8.13792480722994,9.47905873013936,7.30670318027818
"S7",8.89580455464835,10.3381199277544,8.03876365659665
"S8",9.38929583197729,10.9445574351742,8.47233121613406
"S9",9.93899681310542,11.6043155966943,8.95842477045799
"S10",10.7340158124225,12.5209491134262,9.7131917583398
