"","pscale","high_boot","low_boot"
"",0,0,0
"S2",0.816253091033404,1.69370536877755,0.164715665397989
"S3",0.790884948493884,1.15193674947866,-2.78403275890548
"S4",9.73326043016959,8.92387580666483,6.92062964935724
"S5",10.1364955520195,9.41490336529519,7.16377733350016
"S6",10.2674755218507,9.6372953713142,7.24920168658265
"S7",10.5230177656533,9.90360322550294,7.45855333251792
"S8",10.7515215776632,10.2010158920377,7.65114544236849
"S9",10.9491095249498,10.4825304754129,7.78438416185012
"S10",11.1151238777228,10.788022328802,7.8021313156476
