"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.91370969237862,3.82362552146752,2.39115825510525
"S3",4.02944905391915,5.04086131682341,3.47296306211769
"S4",7.21361435098151,8.87811077593192,6.36122262138761
"S5",7.65659790903427,9.49033679808879,6.74319768761568
"S6",8.06324728829305,9.95019023980418,7.07180673958067
"S7",8.63475004101022,10.6032482021437,7.62409467911926
"S8",9.0926007018986,11.1264388578103,8.07031689470137
"S9",9.39336588410507,11.5038502097531,8.34428815385218
"S10",9.53254333674066,11.8138361434516,8.41846525813206
