"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.2370466201881,3.83930886944145,2.85873754295628
"S3",4.55719553434556,5.36621606788605,4.06909873315896
"S4",5.25436650268272,6.16971035104398,4.71813127700809
"S5",6.08394748370277,7.14678127261437,5.42397254542295
"S6",7.73819305297075,9.02941283380046,6.95426330185072
"S7",8.73776662983854,10.2250491002659,7.87759035265088
"S8",9.18864024395773,10.750931787544,8.26499902807355
"S9",9.71469256206716,11.4254354362166,8.76582791979768
"S10",10.3994617334879,12.1964447690591,9.36084511427516
