"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.37736863562511,3.01856740390756,1.9236708841275
"S3",3.95768411954888,4.85262696322941,3.38290887787304
"S4",5.86383786179445,7.1271127587592,5.13961026425107
"S5",7.31658489152207,8.85262772648875,6.44693085222596
"S6",7.95012654089324,9.61475823010349,7.02545151420187
"S7",8.4678429896841,10.2046952106607,7.47226594030988
"S8",8.71656977572559,10.5031013648776,7.71515062675716
"S9",9.03879916146406,10.916845623675,7.96869825141587
"S10",9.27432597389849,11.2310100873883,8.15388088275024
