"","pscale","high_boot","low_boot"
"",0,0,0
"S2",4.28179391733458,5.01200148161853,3.81330865974847
"S3",5.79930685868647,6.72152540635114,5.22620607253019
"S4",7.06129994363668,8.21654158307803,6.33624985233699
"S5",7.91818138526158,9.16151227184663,7.12201730674167
"S6",8.80682191712553,10.176292061684,7.95307304443182
"S7",9.57844794228279,11.0652035818719,8.68419940272882
"S8",10.2124655241533,11.796109902321,9.24877485810616
"S9",10.7382272146432,12.4470092870183,9.70217899380945
"S10",11.4174083784696,13.1790382898276,10.2853206390287
