"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.65238121674649,2.1034117938445,1.31793535326695
"S3",4.24059404054989,5.00824033335569,3.74841280787967
"S4",4.29930468569852,5.10444571243142,3.81562066645759
"S5",4.38894308027407,5.19531992850576,3.86801277768267
"S6",4.71041446526885,5.58378980271932,4.12763403377203
"S7",4.73193029275847,5.63650656854499,4.14477575964534
"S8",5.14345414972836,6.12097272409642,4.48548025986018
"S9",6.77093405716286,7.9759521877071,6.03525746499509
"S10",8.7864643505208,10.3186791119965,7.77816216397647
