"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.93011910713243,4.619541814936,3.50270418614477
"S3",5.52658775582318,6.4229071443498,4.95430176075392
"S4",6.49304078977476,7.52924160982063,5.81979094659787
"S5",7.56927810164929,8.75592776766033,6.79678663805615
"S6",8.3177458400931,9.60327717541103,7.48958070794664
"S7",9.04744751742322,10.4650540650004,8.13132452518676
"S8",9.7015254151614,11.1746280145178,8.71013302893616
"S9",10.3376013144231,11.9553276423223,9.28075069973989
"S10",10.7670004962885,12.481128803097,9.66492735702936
