"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.30945438494357,1.79875431590345,0.917773490923651
"S3",4.74332075700954,5.58160329115053,4.2426900965646
"S4",4.93759803308485,5.85577051535338,4.3950263459241
"S5",5.40928958988895,6.40887936587487,4.84522591204573
"S6",5.86509334349109,6.92324482159685,5.2385708649328
"S7",6.33091130546924,7.46362253464865,5.65616153097698
"S8",7.18251801708734,8.45354372836821,6.47330074223789
"S9",8.90658342293943,10.4641692841036,8.03946103859422
"S10",10.1452605967966,11.8621204089936,9.18552452189743
