"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.39847748779685,1.84618893165344,1.01887556616706
"S3",4.19104229414806,4.97805059552758,3.7543509689283
"S4",4.49251749089324,5.33121511140886,4.01451072695565
"S5",4.74967183802761,5.61952248163283,4.26320145223189
"S6",5.14088608133768,6.08905678602752,4.60447681740924
"S7",5.54992693831735,6.54531008771298,4.9829206156377
"S8",6.21151134983643,7.33291588933244,5.60337131132564
"S9",7.85724508030179,9.21968510547117,7.09552273101224
"S10",9.01757359548048,10.5776364021415,8.17209579664747
