"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.31902359997593,1.74541588414285,0.957267018939012
"S3",4.02287473165458,4.71126194719376,3.55062758064857
"S4",4.1975396384461,4.94981159306697,3.71978810968198
"S5",4.28904350200623,5.0653841610646,3.79858307096627
"S6",4.53247762691288,5.32830320477485,3.99430463062652
"S7",4.68627929333003,5.52462108533767,4.13644981306032
"S8",5.02883146676374,5.96264087568544,4.44182215425153
"S9",6.59552837172226,7.7189652252703,5.90870728800573
"S10",8.55874107011283,9.98160880737245,7.66612680452411
