"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.67596701023959,2.12069153769243,1.34332097684784
"S3",4.53941784335366,5.29113849631663,4.0781681138717
"S4",4.88200529162595,5.74540396113114,4.36214349132435
"S5",5.1899257259055,6.1102479276329,4.63760020008161
"S6",5.69852780428294,6.71844221920962,5.11429430975733
"S7",6.0486327615208,7.11351822590859,5.41948756900727
"S8",6.81590757400743,7.99598118760123,6.12547784761016
"S9",8.58398410909001,10.0056507740107,7.77187340237914
"S10",9.81903244280375,11.5010397570772,8.89047918430593
