"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.73673304985867,3.27736042307487,2.40880960624505
"S3",4.03536762523284,4.75870654984031,3.59874921752553
"S4",5.06649621998663,5.9582493895666,4.58314189380291
"S5",5.64270162499743,6.64554274123759,5.06300171796345
"S6",7.37821024530976,8.69417815946466,6.67245340181982
"S7",8.3904806864074,9.80232936998397,7.62461925009014
"S8",8.74881855741363,10.247829246512,7.9320692734832
"S9",9.24815566596317,10.9114417001471,8.37480594179342
"S10",10.0116696750182,11.7609939117791,9.03540511050984
