"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.51076053471399,1.92477861272596,1.2025218490468
"S3",3.95225274008864,4.70446979383658,3.53371411058539
"S4",4.09711182004318,4.87886459358895,3.6248423159919
"S5",4.14532833567874,4.89977636864169,3.64472258817604
"S6",4.40789233934984,5.23491219532666,3.88291567531106
"S7",4.53276008041045,5.38145268648717,3.98513524654623
"S8",4.91877737284271,5.8620876032008,4.3523534502487
"S9",6.40531854207965,7.55158539985,5.71161705975571
"S10",8.31678730579329,9.7925390347549,7.40454991445065
