"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.00342934734943,3.56055844001849,2.65661045294645
"S3",4.07216442496647,4.81935211810476,3.652252996097
"S4",4.78955954636238,5.66671449941663,4.28682987313349
"S5",5.5631474343747,6.55453334046137,4.98766731668001
"S6",7.31176809457924,8.58393302740175,6.60766810678707
"S7",8.15716643451845,9.5642947437807,7.40572810218222
"S8",8.33008045236728,9.78335059667535,7.51336639069703
"S9",8.87052408684733,10.4597570096025,8.01715190479222
"S10",9.57524355306099,11.3106755388491,8.60021720221003
