"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.18286914327715,1.64783100317336,0.827317481924411
"S3",2.16157176766906,2.88726403342523,1.70804258577678
"S4",3.08473680533937,3.99002208705055,2.5649579251949
"S5",5.67210262134704,7.01215074748968,4.94252015708727
"S6",6.71913637697978,8.37523679536728,5.87415028514284
"S7",7.03764108098644,8.76769563989197,6.0942099072254
"S8",7.3547082099272,9.08893356338858,6.3614009884993
"S9",7.77710070944367,9.72637570791045,6.74539205777955
"S10",8.09062173695815,10.1544651364761,7.00530436987671
