"","pscale","high_boot","low_boot"
"",0,0,0
"S2",0.526329371726301,1.24048922187729,0.00796575004210285
"S3",0.528258230744558,1.09293792047208,-1.73627684567531
"S4",9.49148291965589,8.45930566089596,6.82604992213082
"S5",9.88282609908631,8.96333144388363,7.0507235619012
"S6",10.0615193356983,9.16774143551088,7.16362614049231
"S7",10.3156523479416,9.50329316904658,7.36699063227134
"S8",10.4735502074781,9.69777647651166,7.48545800922089
"S9",10.8036920420938,10.1078839373489,7.68350922104561
"S10",10.8888860226714,10.3648693572205,7.67355909984477
