"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.02292632447014,1.57744306717254,0.574747919470218
"S3",2.35418400287635,3.06996653464771,1.85882974197
"S4",4.71555920331314,5.84000254977639,4.01678646460567
"S5",5.4441574616743,6.69858492792652,4.6779882475398
"S6",5.93849368794101,7.27530809852486,5.09822522135109
"S7",6.33465096365837,7.73811075312874,5.490970131016
"S8",6.52611833375018,7.99281191130215,5.63917167110396
"S9",6.893248137408,8.41860816281464,5.95934611163957
"S10",7.14188460793537,8.77999596306603,6.10578484183113
