"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.75889390959416,7.92140512532138,3.16619233191191
"S3",4.80128226929807,9.0557974358076,4.1818407722335
"S4",8.54172688288325,16.9428411693273,7.53623984034331
"S5",8.94984178086049,17.4044960194204,7.85483035795608
"S6",9.4753264390535,17.932136197743,8.30036889432229
"S7",9.75876999043984,18.2642186163737,8.54979568897591
"S8",10.3331416372894,18.7615539711265,9.08887732081731
"S9",10.6389440807215,19.1372844336129,9.37264120886915
"S10",11.1290515467462,19.6247265109338,9.78362611386976
