"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.4212726445941,1.86791776754553,1.06155581694076
"S3",4.4461130399675,5.18134376488293,3.95846575520689
"S4",4.62964910969053,5.40627512368319,4.13885975029565
"S5",4.90918888149263,5.75609965783971,4.38355321553813
"S6",5.21451572347888,6.10294080039672,4.68592101590718
"S7",5.72099594616523,6.68378415832194,5.10860438522401
"S8",6.47433332055305,7.55714702627441,5.82482414582108
"S9",8.25306226694888,9.534589280252,7.42099148020346
"S10",9.4297396942921,10.9705866147271,8.51516661650907
