"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.8749650680871,3.73828028656085,2.37541635612388
"S3",4.20891088612426,5.19941295641433,3.60875588783384
"S4",7.37999655490177,9.03823408445121,6.48122425392465
"S5",7.78017960441259,9.50949003979665,6.8225486609636
"S6",8.12476623660107,9.99363821203903,7.13236364054563
"S7",8.53701719852562,10.3719229847616,7.52406726381304
"S8",8.90730843542203,10.8185993824098,7.79162076534645
"S9",9.25481973418103,11.2643584445911,8.12634899678438
"S10",9.78537100689855,11.8600479514429,8.54970949827506
