"","pscale","high_boot","low_boot"
"",0,0,0
"S2",0.302083529193536,1.21915550096939,-0.136113072323705
"S3",0.350819955251273,1.06705815350568,0.246472613877251
"S4",9.55524833810777,8.59075146270706,6.96473954229626
"S5",10.0472810687669,9.24653853270148,7.31837242091878
"S6",10.4435839013217,9.73940013720206,7.63369191236953
"S7",10.6113861787313,9.98710667450424,7.73970555945962
"S8",10.8622926051774,10.2736973328675,7.95469119886941
"S9",11.0494545865803,10.5570896479918,8.04400337893344
"S10",11.2592668985381,10.8643087817027,8.10791509044056
