"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.46404135301506,2.02917842747603,1.04675177999434
"S3",2.73890077405656,3.47917758971138,2.23833122548271
"S4",5.33993111271989,6.5171863583372,4.57480202113187
"S5",6.18134754788306,7.54514170237101,5.32592481684713
"S6",6.56921584475495,7.96329534232101,5.67422084410514
"S7",6.95270240450841,8.40978574096221,6.0310980536298
"S8",7.38408804585595,8.95459906599446,6.45554553148243
"S9",7.62484535659062,9.21799055763326,6.62377760993371
"S10",7.94474903570294,9.67550898071981,6.85874784028178
