"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.96210548854203,2.36448986189177,1.62825454154304
"S3",3.02376592505916,3.57634958430703,2.6198257016739
"S4",3.85513861319165,4.54148685932175,3.39361544014543
"S5",5.34701307899911,6.23402762610474,4.78658005535733
"S6",6.25272991914334,7.27188017137756,5.6276278067167
"S7",6.94938457601968,8.10018048284791,6.2438166597347
"S8",7.44461935233469,8.67740808996327,6.67200630397093
"S9",8.21044181071879,9.54822358421296,7.39237518261583
"S10",9.11156537280251,10.5476427878705,8.16629256716013
