"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.61207623385223,4.56026591654411,2.99379866986119
"S3",5.12194000664006,6.30716915993331,4.35136558280162
"S4",7.63589579369385,9.38571920937297,6.58113644333404
"S5",9.31821595118036,11.3967459919291,8.10420423531978
"S6",10.243118511586,12.4671532176102,8.95680843328663
"S7",10.6861275375229,12.9549479666864,9.35519331756486
"S8",11.1909972767992,13.5742836561269,9.74514874095641
"S9",11.6313099373709,14.0693240518154,10.1308929888655
"S10",11.7374957360596,14.2574933604679,10.1451614422538
