"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.76330272210028,4.3830955687459,3.34819662971101
"S3",5.03846086436338,5.86710305767984,4.53920901830037
"S4",5.95522490791298,6.94973067862395,5.33284230699892
"S5",6.77196049589993,7.85537035367568,6.10929745067483
"S6",7.55658105088773,8.76903207614337,6.84506661701096
"S7",8.18122047863952,9.45662988705941,7.41554701719117
"S8",8.73879957758948,10.0847867755124,7.92424391795523
"S9",9.40367496011769,10.8908150496904,8.52390345868378
"S10",9.88108484234589,11.4563993480756,8.93290820069732
