"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.68649287023113,2.25187850262456,1.28924733679505
"S3",2.8896031067085,3.77531370086661,2.30037125874848
"S4",3.80888379444918,4.90631638872013,3.16539911349349
"S5",6.78420742221554,8.52118900486763,5.82337231372683
"S6",7.94086975766768,9.95035819146112,6.84175808197861
"S7",8.42042059706946,10.5365870485662,7.2435072569268
"S8",8.75060654286619,10.9833447445451,7.52699356530692
"S9",9.10914833994319,11.4152323884493,7.85393543103732
"S10",9.4515889804259,11.9103549161115,8.10912284586053
