"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.36159645699824,1.77212862854186,0.997439287823021
"S3",3.99259632493178,4.67285410380727,3.49992810145092
"S4",4.08856365620011,4.79712343484426,3.58093769165773
"S5",4.20395953462194,4.9307136571129,3.66365799449743
"S6",4.26474643344316,5.02549865887674,3.72257054704867
"S7",4.29967695435017,5.10085876338648,3.74768975262293
"S8",4.73327374841284,5.60008420246286,4.14340409283974
"S9",6.21198034505016,7.28263030596108,5.45866320234956
"S10",8.35020289536297,9.73414903771387,7.42836622131811
