"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.28098958884421,1.71593486826207,0.960577096431273
"S3",3.91606189636801,4.57562881737679,3.53455352806944
"S4",4.21033223196442,4.92104724877708,3.77976230090223
"S5",4.34904321675307,5.0888270898323,3.88937783983436
"S6",4.7760519288524,5.60305604194233,4.30301494282842
"S7",5.07688039891529,5.91801097109325,4.56035374217605
"S8",5.81084127306349,6.78422201716931,5.24209706113306
"S9",7.18863336977013,8.3459627546448,6.50278338596027
"S10",8.31280520321544,9.6165759880521,7.50285539017683
