"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.31790418853604,3.96232606851506,2.93369291483953
"S3",4.60762344058811,5.45750826242445,4.07981167648571
"S4",5.49618285197063,6.48115772923304,4.87775972051327
"S5",6.30211968455972,7.43747412327889,5.57587096386105
"S6",8.09945397479676,9.51095105854721,7.22936710218572
"S7",9.10322586764799,10.7000033357663,8.11592918793376
"S8",9.59482599924996,11.2137160129944,8.53856348356152
"S9",9.84220607238092,11.578947978349,8.74458395567003
"S10",10.7062399646803,12.6034165298875,9.49329902259531
