"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.98839309006602,3.84784861711509,2.51898119615685
"S3",4.34076965506173,5.2873905284295,3.76731197676365
"S4",7.45061602165986,9.03863436458265,6.57777380139359
"S5",8.07211988487935,9.80948432672147,7.10971554535348
"S6",8.44469394248436,10.2558311777942,7.43553694349192
"S7",8.84962602996832,10.6618892233779,7.77238731321019
"S8",9.2792084308397,11.1997803730624,8.15851401709047
"S9",9.74416330851091,11.6961162740963,8.59825532780049
"S10",10.1236770220517,12.1778534808659,8.88132463148295
