"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.29868887489433,1.67913464128245,0.930048261435701
"S3",4.20315548958096,4.91151561286772,3.81206622165477
"S4",4.52310081863075,5.25544131319354,4.09358944381618
"S5",4.71089730886027,5.52146115534874,4.26714794519451
"S6",5.10547777985764,5.96530101681739,4.60671425996
"S7",5.44917614137242,6.39799749292101,4.92411061680546
"S8",6.17576233302693,7.23762808152536,5.6057091547758
"S9",7.90204927436287,9.17675164181196,7.21482180704902
"S10",8.70389763844602,10.1719776951416,7.89582779331853
