"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.1542061295823,1.73874879714869,0.683548940904933
"S3",2.1331336603129,2.82992361628217,1.61949360120032
"S4",4.68022203274894,5.82134850698647,3.99216466050273
"S5",5.62703933188744,6.96089412262971,4.83102219948277
"S6",6.00900532253335,7.42334052657796,5.12916998970394
"S7",6.60980589770092,8.11464910022986,5.70546966910199
"S8",6.85665729727703,8.48898527951671,5.88811768445571
"S9",7.16503027140284,8.8389600555278,6.17301555365848
"S10",7.42698398241484,9.2752827933236,6.32650449592546
