"","pscale","high_boot","low_boot"
"",0,0,0
"S2",4.08112371917795,4.74738647911187,3.63432668813164
"S3",5.49921652440713,6.31715575633081,4.9588193447227
"S4",6.68617899851167,7.71574837306398,6.01729731870269
"S5",7.44815802503348,8.55500677423972,6.69848546449941
"S6",8.35459234836752,9.54637894876167,7.55744946603691
"S7",9.02018778263854,10.3400317008404,8.19975408792793
"S8",9.65557212562219,11.0883418377056,8.78950802526628
"S9",10.3402033488305,11.871975069631,9.4075441141639
"S10",10.8662789621361,12.4836344480253,9.83100597751083
