"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.22140553708786,1.70703590645324,0.820606736622135
"S3",4.24669923101561,5.06732806889141,3.79932254631428
"S4",4.47327817147139,5.37350441670271,3.97738189981842
"S5",4.96002063640377,5.92753732782235,4.45673669715496
"S6",5.2521336701219,6.26125472047348,4.68983120872659
"S7",5.79069459476303,6.93012477084994,5.19637010604302
"S8",6.41352479726952,7.69166175060413,5.74042042750792
"S9",8.21532700260289,9.73411826426634,7.42267924014759
"S10",9.21763728519664,10.927865737585,8.31604658536068
