"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.78095500430431,4.43076007962615,3.36949551278
"S3",5.24420014827215,6.13163390505478,4.72211934106862
"S4",6.42958779499452,7.47803941962705,5.8191283057056
"S5",7.37737928521425,8.54982430668323,6.70301446213937
"S6",8.04928764568518,9.34203647527883,7.31722470912646
"S7",8.82170440486353,10.1997929387488,8.02078048741661
"S8",9.61472165587819,11.0961772558965,8.78136107494375
"S9",10.0028771352313,11.5503348871078,9.11820402600021
"S10",10.7982657599882,12.4686880712607,9.80330784354635
