"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.69644684922605,2.1334723694051,1.37734646423033
"S3",4.12583112591633,4.85937642219216,3.66829714219363
"S4",4.32750264374979,5.07799450751936,3.82668776022897
"S5",4.42682947072776,5.20997358508546,3.90581804380772
"S6",4.65537469212353,5.49804296292017,4.12531424568659
"S7",4.77050447047631,5.63035433727427,4.16962035202225
"S8",5.14957263560102,6.06014734229931,4.53225418247527
"S9",6.70298266007584,7.81574770134272,5.96614558400786
"S10",8.68786538371084,10.0811053241442,7.7186747279267
