"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.52275455018084,2.04542701662348,1.11352542403312
"S3",4.84025128408396,5.80928068165379,4.28531774480859
"S4",5.03755846195371,6.05450659318285,4.46431206665851
"S5",5.41940099878878,6.48750703004378,4.81615593421009
"S6",5.83442281479488,6.98701558355255,5.19334335471506
"S7",6.2810208797447,7.49668197420571,5.59289933791226
"S8",7.09698053388708,8.51968402926637,6.30047441078172
"S9",8.83705018542304,10.506702622508,7.93900462519274
"S10",10.1889721593364,12.1253122963405,9.09042034990626
