"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.70442626646448,3.41704189433134,2.21352574985814
"S3",3.99326341844875,4.8656525396488,3.46300273220084
"S4",6.00772480635613,7.23904299878739,5.29484389109965
"S5",7.49117285451651,9.01867646664111,6.61276553733601
"S6",8.22281231036762,9.88349864690903,7.29995951605462
"S7",8.5755810403202,10.3454399302539,7.60506564151919
"S8",9.12881259984976,10.9023831724959,8.12344669017534
"S9",9.23974445404765,11.0723421599387,8.20290555742891
"S10",9.5910112474441,11.4923472001209,8.44500498874423
