"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.51516571301503,1.89872442598152,1.20478188135274
"S3",2.72173087530825,3.27836755197243,2.34200448250464
"S4",3.68761503478197,4.34946878768051,3.25687878216987
"S5",5.07821179634167,5.93037327108815,4.52412323062966
"S6",6.07892056021264,7.13250884128017,5.41743387723211
"S7",6.66685891910178,7.79796087580671,5.96778633878376
"S8",7.22578015153821,8.46519923833529,6.49987862704434
"S9",7.89188475741646,9.20837152269609,7.05998210908681
"S10",8.74335801697749,10.2634518147508,7.8217548646499
