"","pscale","high_boot","low_boot"
"",0,0,0
"S2",10.7524453979922,7.77812119245231,1.92476619377924
"S3",13.9582779129615,10.1628876625753,-1.55627475640783
"S4",29.0343671970028,20.9348688600305,9.2932233920791
"S5",29.6321521996957,21.6618057609949,9.88057585292991
"S6",29.9915993929188,22.0223984961925,10.166670180763
"S7",30.2365048708728,22.3281306178732,10.404799612869
"S8",30.5831639377685,22.7339567942271,10.7335453992108
"S9",30.9040484992911,23.1748615167375,11.0385752955082
"S10",31.0441533972531,23.4059305691202,11.1081197755849
