"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.24526031945124,2.84026812895543,1.84312906244271
"S3",5.01532254522262,5.9576384936114,4.41669299180741
"S4",5.32395953655529,6.319139875201,4.68087755647746
"S5",5.63464799679148,6.67699923988444,4.95468019820549
"S6",5.79445330604469,6.8767789472605,5.11867053753948
"S7",5.98355908511278,7.1274767617897,5.27758242179556
"S8",6.34304775300138,7.55578819773092,5.56733248384144
"S9",8.16644256205301,9.65459439618201,7.24824630683386
"S10",10.5280305783616,12.4771685227871,9.3447394493131
