"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.04511704318716,3.58534160723366,2.67902306529121
"S3",4.28068920477539,5.00337253399683,3.84455880746779
"S4",5.12626691072651,5.97263833904395,4.59491426222249
"S5",5.81765498129881,6.7973854699625,5.20943505921055
"S6",7.41512520336584,8.5783451133273,6.67446608669926
"S7",8.40947800152639,9.75622913173499,7.6322775210833
"S8",8.71302122016516,10.0899545509194,7.83393728432246
"S9",9.34252346772737,10.8204299919909,8.42682227114198
"S10",10.0092694224109,11.6973487015829,8.98724208415324
