"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.44490701052418,4.05264826047179,3.01051394620533
"S3",4.66902670206463,5.39792406945562,4.15883915305746
"S4",5.63419740356025,6.50641530076051,5.01051867192662
"S5",6.4695786411406,7.4428669853426,5.77848719051457
"S6",7.21563957518896,8.29281885560627,6.47320453202614
"S7",7.68018194651425,8.82527276505818,6.89888097334094
"S8",8.2714710403707,9.48816783161764,7.42445746218372
"S9",8.87822108512031,10.1514505532991,7.99622223676452
"S10",9.34500594404342,10.7802224682924,8.35111380295929
