"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.60367312550875,2.03398035619533,1.26271578223137
"S3",4.3112637343551,5.07351685924533,3.7846722502617
"S4",4.31109938184359,5.10220988720185,3.79751692149318
"S5",4.50432712350643,5.32639571683505,3.94470811033655
"S6",4.53217400326437,5.34200050427238,3.98439910169908
"S7",4.70120932687964,5.52438001573064,4.11863963109235
"S8",5.0630985198194,5.94450539708158,4.42604651348449
"S9",6.56131051291565,7.67475000019765,5.78749158786944
"S10",8.64270857794927,10.1143724244842,7.66170945000577
