"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.59899055976978,2.08441986786079,1.26203908226482
"S3",4.23632524234454,5.05778326947999,3.75501895234017
"S4",4.27859874764729,5.09328400888346,3.76639557141396
"S5",4.46844820005515,5.37069249944323,3.90884930028193
"S6",4.73358334526059,5.69793720803298,4.14720102064095
"S7",4.78007391780303,5.75747361416166,4.18412264760223
"S8",5.3090710618671,6.39201347163427,4.6737756952344
"S9",6.76690680928479,8.06637283422462,5.99421342653619
"S10",8.98649306911286,10.7138321366694,7.97020403676737
