"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.60134103899962,2.03177639526207,1.27088357055612
"S3",4.10822558263347,4.82448459455182,3.64462274120721
"S4",4.35832514036579,5.12589336003576,3.86055227268587
"S5",4.54084542810237,5.35302961198638,3.99705672530797
"S6",4.61464466665351,5.42509558203684,4.06861042767811
"S7",4.70070727071087,5.567687349708,4.145755108598
"S8",5.06256957948334,6.00868378389388,4.44557655649203
"S9",6.6582484897776,7.84503954161939,5.92869596535901
"S10",8.66332319400903,10.1941481725883,7.69205095521274
