"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.88654950270838,4.48640726395209,3.46760462284048
"S3",5.21386817795377,6.01236315898752,4.68294841975789
"S4",6.23858555017957,7.17519005529446,5.61738925473162
"S5",7.17517830953886,8.21974096888438,6.46638017623973
"S6",7.8950068885845,9.0415860498048,7.15019140217186
"S7",8.62421845916225,9.84929948490747,7.80562941532768
"S8",9.20288373030316,10.5357235315521,8.33071953450082
"S9",9.85581381866364,11.2675661712093,8.90217085640832
"S10",10.3924803463354,11.8909834511861,9.40595290684732
