"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.76332723033572,2.2009545375805,1.454693052121
"S3",4.20099587777666,4.94478388487634,3.75192405149759
"S4",4.26254542506504,5.01200701522906,3.80152037422559
"S5",4.53034636667131,5.32964877143464,4.05400729268542
"S6",4.63757026164846,5.47375973883976,4.12834037876551
"S7",4.88364947026294,5.74796146616402,4.35811713154846
"S8",5.13145884262461,6.08115883196792,4.59150584876503
"S9",6.60668665436516,7.77891839429895,5.91431251868681
"S10",8.87413793094394,10.3832678574367,8.02245719220978
