"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.7042722824661,2.19089518544655,1.35718051769167
"S3",4.43201465080819,5.31847625428912,3.90678191695835
"S4",4.43201645812153,5.38021489273377,3.89245492121583
"S5",4.6474649028472,5.5885015270807,4.07883292144429
"S6",4.81397181876958,5.82870581828596,4.23986295331842
"S7",4.87350381022892,5.92873134431271,4.27704036079034
"S8",5.34066481033873,6.45710877854218,4.65034945636599
"S9",6.91430780829909,8.2358582882844,6.107940858529
"S10",8.87621082379699,10.6486172799616,7.81979035547321
