"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.27654390363537,1.73784737035184,0.884285469290177
"S3",4.46251169113846,5.27514573689329,4.0329498545706
"S4",4.72990242629881,5.60464487451037,4.27899721366802
"S5",5.03151598240952,6.0032800870201,4.52512226702904
"S6",5.6366825858948,6.68742204939097,5.11723588861479
"S7",5.9793299638736,7.0665846759221,5.40200353443647
"S8",6.98874205462513,8.27170518819617,6.33954976286859
"S9",8.78939111529528,10.3603089637999,8.02413004446957
"S10",9.87084239432708,11.7058514485965,9.01041973906624
