"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.25753031001392,3.84744095801839,2.87030690435896
"S3",4.32089387772106,5.0543829560728,3.88780312787032
"S4",5.16607383869196,6.0550393224484,4.63713214549366
"S5",5.9742598114945,7.02711234513163,5.38826090185044
"S6",7.58665592097437,8.82455146058986,6.91401183319222
"S7",8.52613139582625,9.90708629659173,7.71674081363072
"S8",8.74289497672165,10.1833618158688,7.90208345123008
"S9",9.13693161913152,10.625603525689,8.26106784109282
"S10",9.87066012494082,11.4707173907762,8.94115335301262
