"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.3228143873676,4.23663315171389,2.76641442321173
"S3",4.77584185874563,5.83798560481785,4.16255046193922
"S4",7.36589355040341,8.88198306917489,6.4951956872862
"S5",9.13306153318364,11.0369180700714,8.07926606949268
"S6",9.96875679206362,12.0691617041328,8.85920771512673
"S7",10.5238812699126,12.7122863689848,9.36078158879416
"S8",11.1308364513384,13.4547789040123,9.91512253092845
"S9",11.4443836524271,13.7763193526326,10.156129092047
"S10",11.8547883156171,14.3176923099119,10.5077844905679
