"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.71588139019286,2.18966168141881,1.38286224994999
"S3",4.2984351332074,5.11944707657943,3.80759136986712
"S4",4.45536254827522,5.29048306738052,3.94506530836686
"S5",4.5816830167834,5.4329380640697,4.04787997609662
"S6",4.64329798022735,5.5240921119221,4.0823728387193
"S7",4.95043816024149,5.90873077140555,4.35476520654809
"S8",5.29870659416381,6.36339883326368,4.65474842099765
"S9",7.02825800484923,8.29798136522498,6.24941775840582
"S10",9.13606209013222,10.8732038186596,8.13250850742694
