"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.44062293920713,1.86475049311638,1.11998450053519
"S3",3.72041984379776,4.41811845913622,3.30919142511773
"S4",4.01359832788042,4.74378045779802,3.5809523960243
"S5",4.0682724702166,4.7998385249313,3.5862535588606
"S6",4.23661240462201,5.02964718870142,3.73811765285163
"S7",4.36670111085518,5.19205144420963,3.85171184447522
"S8",4.74010050624167,5.67294079993136,4.16269337992963
"S9",6.17901253869322,7.2618147339937,5.48469077514259
"S10",8.0390919885857,9.37273952972983,7.18738794338281
