"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.09885932873891,1.52874064551324,0.742327083065122
"S3",3.99791824863619,4.69270840838379,3.59405381215921
"S4",4.29101755846415,5.0560090037307,3.86091147502232
"S5",4.54422874975195,5.33673656944939,4.12389693322111
"S6",5.03657022992352,5.89867673827892,4.55923931794535
"S7",5.44654686347023,6.39614712344366,4.92211520925888
"S8",6.05746767992752,7.07057906870348,5.48996591409613
"S9",7.75505866551455,8.94897152404582,7.06762469698143
"S10",8.92388473608347,10.3724511395635,8.09723985237626
