"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.51516461344911,1.95973453116477,1.17457523002984
"S3",4.1568439355414,4.87787592488896,3.72296968922719
"S4",4.48526913784067,5.25887123064106,4.018339035096
"S5",4.75031942574314,5.60099712838384,4.24004495899621
"S6",5.08048819522046,5.96937955009319,4.53449919216043
"S7",5.38031413791715,6.31711366523739,4.8386021157172
"S8",6.2006760289958,7.27670599953265,5.58779628327442
"S9",7.72240314508431,8.99244598858295,7.00664293306445
"S10",8.59731841353846,10.0502813272791,7.7445468437367
